"SBS.name","height","SLA","mean.LMDC..mg.g."
"557","Carpesium cernuum",0.5,NA,NA
"558","Carpinus betulus",17.875,23.6714091666667,254.375
"559","Carpobrotus edulis",0.2,NA,NA
"560","Carthamus tinctorius",0.8275,14.15,145.99
"561","Carum carvi",0.45,25.5825,175.86
"562","Carum verticillatum",0.341666666666667,NA,NA
"563","Cassiope hypnoides",0.01,20,NA
"564","Castanea sativa",30,14.7,265.333333333333
"565","Catabrosa aquatica",0.175,44.05,161.5
"566","Caucalis platycarpos",0.175,NA,NA
"567","Celosia argentea",0.4,NA,NA
"568","Centaurea alpestris",0.425,NA,NA
"569","Centaurea calcitrapa",0.35,22.82,165.83
"570","Centaurea cyanus",0.6175,21.06,177.53
"571","Centaurea diffusa",0.3,16.185,197.1
"572","Centaurea jacea",0.85,16.51625,217.98
"573","Centaurea maculosa",0.475,NA,NA
"574","Centaurea montana",0.375,36.5,79
"575","Centaurea nigra",0.425,23.689,154.333333333333
"576","Centaurea nigrescens",0.6,NA,NA
"577","Centaurea phrygia",0.45,NA,NA
"578","Centaurea phrygia subsp. pseudophrygia",0.6,30.455,149.235
"579","Centaurea rhenana",0.625,NA,NA
"580","Centaurea scabiosa",0.825,19.55,197
"581","Centaurea solstitialis",0.64,27.77,181.79
"582","Centaurea triumfetti",0.3,NA,NA
"583","Centaurium erythraea",0.14125,21.8033333333333,261.916666666667
"584","Centaurium littorale",0.101666666666667,30.8,258.145
"585","Centaurium pulchellum",0.0633333333333333,47.01,180.32
"586","Centaurium scilloides",0.3,NA,NA
"587","Centaurium tenuiflorum",0.1625,NA,NA
"588","Centranthus ruber",0.433333333333333,21.615,134.48
"589","Cephalanthera damasonium",0.35,31.105,167.69
"590","Cephalanthera longifolia",0.2275,35.8966666666667,184.283333333333
"591","Cephalanthera rubra",0.25,NA,NA
"592","Cerastium alpinum",0.125,31.95,200.94
"593","Cerastium arvense",0.111666666666667,21.694,196.89
"594","Cerastium brachypetalum s. brachypetalum",0.12,NA,NA
"595","Cerastium cerastoides",0.0816666666666667,24.035,231.535
"596","Cerastium diffusum",0.116666666666667,23.25,161.666666666667
"597","Cerastium dubium",0.1,NA,NA
"598","Cerastium fontanum",0.11,27.3857142857143,130.25
"599","Cerastium fontanum s. vulgare",0.15,36.03579069,174.8
"600","Cerastium fontanum subsp. lucorum",0.3,NA,NA
"601","Cerastium glomeratum",0.145,21.856,155.4025
"602","Cerastium latifolium",0.065,NA,NA
"603","Cerastium nigrescens subsp. arcticum",0.15,NA,NA
"604","Cerastium pumilum",0.045,30.94,125.98
"605","Cerastium pumilum s. glutinosum",0.065,NA,NA
"606","Cerastium semidecandrum",0.06,19.025,184.333333333333
"607","Cerastium tomentosum",0.15,21.575,233.86
"608","Cerastium uniflorum",0.04,27.62658266,NA
"609","Ceratocapnos claviculata",0.483333333333333,86.135,83.585
"610","Ceratocephala falcata",0.04,NA,NA
"611","Cerinthe glabra",0.45,NA,NA
"612","Cerinthe minor",0.375,NA,NA
"613","Chaenorhinum minus",0.131666666666667,28.5,123.71
"614","Chaerophyllum aromaticum",0.6,NA,NA
"615","Chaerophyllum aureum",0.875,20.17,NA
"616","Chaerophyllum bulbosum",0.85,17.33,262.15
"617","Chaerophyllum hirsutum",0.575,26.535,143.125
"618","Chaerophyllum temulum",0.491666666666667,27.5666666666667,249
"619","Chamaecyparis lawsoniana",25,NA,NA
"620","Chamaecytisus ratisbonensis",0.35,NA,NA
"621","Chamaecytisus supinus",0.6,NA,NA
"622","Chamaespartium sagittale",0.2,27.59,NA
"623","Chamomilla recutita",0.235,41,109.666666666667
"624","Chamomilla suaveolens",0.175,23.325,134.666666666667
"625","Chamorchis alpina",0.075,NA,NA
"626","Chelidonium majus",0.466666666666667,43.32,186.5
"627","Chenopodium album",0.483333333333333,22.2141322585714,164.333333333333
"628","Chenopodium ambrosioides",0.5475,30.08,168.55
"629","Chenopodium bonus-henricus",0.36875,28.03,181.103333333333
"630","Chenopodium botrys",0.5,NA,NA
"631","Chenopodium capitatum",0.325,NA,NA
"632","Chenopodium chenopodioides",0.125,NA,NA
"633","Chenopodium ficifolium",0.54,18.915,211.154
"634","Chenopodium foliosum",0.425,NA,NA
"635","Chenopodium glaucum",0.208333333333333,23.85,123.8
"636","Chenopodium hircinum",0.525,NA,NA
"637","Chenopodium hybridum",0.38125,35.6133333333333,153.536666666667
"638","Chenopodium murale",0.6375,NA,NA
"639","Chenopodium opulifolium",0.6,NA,NA
"640","Chenopodium polyspermum",0.6875,35.2374518514286,165.31
"641","Chenopodium pratericola",0.75,NA,NA
"642","Chenopodium pumilio",0.5,NA,NA
"643","Chenopodium rubrum",0.81875,20.86,101.168
"644","Chenopodium schraderianum",0.6,NA,NA
"645","Chenopodium strictum",0.55,NA,NA
"646","Chenopodium suecicum",0.65,NA,NA
"647","Chenopodium urbicum",0.38,13.61,222.36
"648","Chenopodium vulvaria",0.225,NA,NA
"649","Chimaphila umbellata",0.06,9.13,NA
"650","Chondrilla chondrilloides",0.1,NA,NA
"651","Chondrilla juncea",0.5,7.62,215.67
"652","Chrysanthemum segetum",0.375,28,142
"653","Chrysosplenium alternifolium",0.1875,37.1492753633333,116
"654","Chrysosplenium oppositifolium",0.0833333333333333,23.35,124.5
"655","Cicendia filiformis",0.04,37.67,234.33
"656","Cicerbita alpina",0.6,38.145,135.135
"657","Cicerbita macrophylla",0.95,26.1666666666667,178
"658","Cicerbita plumieri",0.6,NA,NA
"659","Cichorium endivia",0.5,NA,NA
"660","Cichorium intybus",0.625,29.53987263,136
"661","Cicuta virosa",0.675,22.48,129.473333333333
"662","Circaea alpina",0.125,43.08,177.03
"663","Circaea lutetiana",0.308333333333333,36.7,193.5
"664","Cirsium acaule",0.14,12.4,173.582
"665","Cirsium arvense",0.8625,15.7124396729167,144.08
"666","Cirsium canum",0.45,NA,NA
"667","Cirsium dissectum",0.45,18.494,111.623333333333
"668","Cirsium eriophorum",1.3,13.35,183
"669","Cirsium helenioides",0.55,27.03,109.38
"670","Cirsium oleraceum",0.8,30.308025525,145.29
"671","Cirsium palustre",0.85,18.115,NA
"672","Cirsium rivulare",0.35,NA,NA
"673","Cirsium spinosissimum",0.375,NA,NA
"674","Cirsium tuberosum",0.5,11.7,175.05
"675","Cirsium vulgare",0.9,15.5955587353333,142.946
"676","Cladium mariscus",1.4,7.46,387.47
"677","Claytonia perfoliata",0.136666666666667,46.47,61.1014285714286
"678","Claytonia sibirica",0.2125,31.38,NA
"679","Clematis alpina",1.5,NA,NA
"680","Clematis recta",0.675,NA,NA
"681","Clematis vitalba",20,24.694,238
"682","Clematis viticella",3,8.24,214.46
"683","Clinopodium vulgare",0.375,23.6,258
"684","Cnicus benedictus",0.35,31.55,131.71
"685","Cnidium dubium",0.475,23.38,235.685
"686","Cochlearia anglica",0.148333333333333,22.71,66.33
"687","Cochlearia danica",0.08,24.0371428571429,83.9716666666667
"688","Cochlearia micacea",0.1,NA,NA
"689","Cochlearia officinalis subsp. pyrenaica",0.1825,NA,NA
"690","Coeloglossum viride",0.11,21.75,151
"691","Coincya monensis s. recurvata",0.275,NA,NA
"692","Coincya wrightii",0.375,NA,NA
"693","Colchicum autumnale",0.225,21.91,127.76
"694","Coleanthus subtilis",0.03,NA,NA
"695","Collomia grandiflora",0.4,NA,NA
"696","Colutea arborescens",3.83333333333333,14.85,237.865
"697","Conium maculatum",2.075,24.1966666666667,212.396666666667
"698","Conopodium majus",0.216666666666667,22.5,189.333333333333
"699","Conringia orientalis",0.265,30.35,85.2
"700","Consolida ajacis",0.55,NA,NA
"701","Consolida orientalis",0.35,NA,NA
"702","Consolida regalis",0.225,24.22,151.81
"703","Convallaria majalis",0.15,28.967008548,221.5
"704","Convolvulus arvensis",0.2626,28.30315442,172.5
"705","Conyza canadensis",0.525,22.4054276233333,176
"706","Coriandrum sativum",0.46,47.845,146.165
"707","Corispermum intermedium",0.35,21.24,171.58
"708","Corispermum marschallii",0.35,NA,NA
"709","Cornus alba",2,NA,NA
"710","Cornus mas",3.5,31.98,226.755
"711","Cornus sanguinea",2.375,17.3779202283333,255
"712","Cornus sericea",2,NA,NA
"713","Cornus suecica",0.113333333333333,38.2803513833333,176.04
"714","Coronilla coronata",0.375,16.6,202.135
"715","Coronilla vaginalis",0.065,17.68,168.4
"716","Coronilla varia",0.441666666666667,30.35,172.15
"717","Coronopus didymus",0.191666666666667,35.1566666666667,148.543333333333
"718","Coronopus squamatus",0.12,23.1433333333333,158.235
"719","Corrigiola litoralis",0.11375,29.71,139.406666666667
"720","Cortusa matthioli",0.175,NA,NA
"721","Corydalis cava",0.1575,50.995,139.91
"722","Corydalis intermedia",0.15,NA,NA
"723","Corydalis pumila",0.15,NA,NA
"724","Corydalis solida",0.1125,43.65,148.19
"725","Corylus avellana",2.83333333333333,20.5366926172727,283.75
"726","Corylus colurna",19,NA,NA
"727","Corylus maxima",4,NA,NA
"728","Corynephorus canescens",0.075,14.13,391.9
"729","Cotinus coggygria",2,NA,NA
"730","Cotoneaster bullatus",3,NA,NA
"731","Cotoneaster divaricatus",2,NA,NA
"732","Cotoneaster franchetii",3,NA,NA
"733","Cotoneaster horizontalis",0.7,10.94,404.93
"734","Cotoneaster integerrimus",1.15,13.17414794,380.943333333333
"735","Cotoneaster nebrodensis",1.5,NA,NA
"736","Cotoneaster salicifolius",5,NA,NA
"737","Cotoneaster simonsii",1.75,NA,NA
"738","Cotula coronopifolia",0.125,37,62.82
"739","Crambe maritima",0.3875,8.90666666666667,99.1433333333333
"740","Crassula aquatica",0.05,NA,NA
"741","Crassula helmsii",0.3,41.7,47
"742","Crassula tillaea",0.0233333333333333,NA,NA
"743","Crataegus calycina",10,11.36363636,NA
"744","Crataegus crus-galli",10,NA,NA
"745","Crataegus laevigata",6,19.62,345.755
"746","Crataegus monogyna",4.885,11.2539669421579,336.142857142857
"747","Crepis alpestris",0.135,NA,NA
"748","Crepis aurea",0.06,NA,NA
"749","Crepis biennis",0.575,31.2333333333333,132.5
"750","Crepis bocconi",0.275,NA,NA
"751","Crepis capillaris",0.275,28.0714285714286,125.666666666667
"752","Crepis conyzifolia",0.2,NA,NA
"753","Crepis foetida",0.15,NA,NA
"754","Crepis jacquinii",0.125,NA,NA
"755","Crepis mollis",0.225,NA,NA
"756","Crepis nicaeensis",0.4,NA,NA
"757","Crepis paludosa",0.45,37,140
"758","Crepis praemorsa",0.09,NA,NA
"759","Crepis pulchra",0.35,NA,NA
"760","Crepis pyrenaica",0.4,39.71,142.47
"761","Crepis setosa",0.225,NA,NA
"762","Crepis tectorum",0.265,17.2,NA
"763","Crepis terglouensis",0.045,NA,NA
"764","Crepis vesicaria",0.41,18.738,166.932
"765","Crepis vesicaria s. haenseleri",0.4,NA,NA
"766","Crithmum maritimum",0.225,9.225,92
"767","Crocus chrysanthus",0.055,NA,NA
"768","Crocus flavus",0.125,NA,NA
"769","Cruciata glabra",0.2,NA,NA
"770","Cruciata laevipes",0.283333333333333,27.6733333333333,232.666666666667
"771","Cryptogramma crispa",0.225,20.5,NA
"772","Cucubalus baccifer",0.925,NA,NA
"773","Cucumis sativus",1.75,NA,NA
"774","Cucurbita maxima",7,NA,NA
"775","Cucurbita pepo",5.5,17.52,105.48
"776","Cuscuta epithymum",0.5,NA,NA
"777","Cyclamen purpurascens",0.085,NA,NA
"778","Cydonia oblonga",4.05,NA,NA
"779","Cymbalaria muralis",0.25,24.8666666666667,85
"780","Cynodon dactylon",0.11,30.74,225.455
"781","Cynoglossum germanicum",0.466666666666667,NA,NA
"782","Cynoglossum officinale",0.441666666666667,22.33,146.55
"783","Cynosurus cristatus",0.546666666666667,24.098,248.253333333333
"784","Cynosurus echinatus",0.35,NA,NA
"785","Cyperus flavescens",0.1425,34.21,146.85
"786","Cyperus fuscus",0.14,44.13,132.25
"787","Cyperus longus",0.56,23.53,227.67
"788","Cyperus michelianus",0.06,NA,NA
"789","Cypripedium calceolus",0.325,NA,NA
"790","Cystopteris alpina",0.24,NA,NA
"791","Cystopteris fragilis",0.3,21.4,248
"792","Cystopteris montana",0.3,NA,NA
"793","Cystopteris sudetica",0.3,NA,NA
"794","Cytisus scoparius",1.05,14.5333333333333,200
"795","Daboecia cantabrica",0.5,NA,NA
"796","Dactylis glomerata",0.454,24.8373959868182,262.5
"797","Dactylorhiza incarnata",0.43,21.9,142.7
"798","Dactylorhiza sambucina",0.16,28.04,115.6
"799","Dactylorhiza sphagnicola",0.23,23.73,113.26
"800","Dactylorhiza traunsteineri",0.11,NA,NA
"801","Dactylorhiza traunsteineri s. lapponica",0.07,23.67,127.4
"802","Danthonia alpina",0.225,NA,NA
"803","Danthonia decumbens",0.1,17.0125,335.7
"804","Daphne cneorum",0.25,NA,NA
"805","Daphne laureola",0.725,9.13,279.17
"806","Daphne mezereum",0.7625,28.9156148875,186.5
"807","Daphne striata",0.225,NA,NA
"808","Datura stramonium",1.375,21.4799345075,135.59
"809","Daucus carota",0.393,19.5637425166667,228
"810","Delphinium elatum",1.25,NA,NA
"811","Deschampsia cespitosa",0.4325,14.8390187553846,339.072
"812","Deschampsia flexuosa",0.075,17.6158181818182,328.4
"813","Deschampsia littoralis",0.25,NA,NA
"814","Deschampsia media",0.15,NA,NA
"815","Deschampsia setacea",0.125,16.14,299.32
"816","Descurainia sophia",0.45,27.145,166.955
"817","Desmazeria rigida",0.09,19.675,285
"818","Deutzia scabra",1.85,NA,NA
"819","Dianthus arenarius",0.225,NA,NA
"820","Dianthus armeria",0.375,15.26,189.2
"821","Dianthus barbatus",0.375,16.99,222.78
"822","Dianthus carthusianorum",0.26,16.24,NA
"823","Dianthus caryophyllus",0.525,NA,NA
"824","Dianthus deltoides",0.22,16.05,262
"825","Dianthus gratianopolitanus",0.108333333333333,15.74,238.32
"826","Dianthus plumarius",0.175,NA,NA
"827","Dianthus seguieri",0.325,NA,NA
"828","Dianthus superbus",0.38,22.605,193.085
"829","Dianthus sylvestris",0.075,NA,NA
"830","Diapensia lapponica",0.04,7.5958766235,353.24
"831","Dicentra spectabilis",0.65,NA,NA
"832","Dichanthium ischaemum",0.19,NA,NA
"833","Dictamnus albus",0.75,20.935,217.88
"834","Digitalis grandiflora",0.525,26.31574018,181.67
"835","Digitalis lutea",0.3,24.41,171.5
"836","Digitalis purpurea",0.691666666666667,16.7333333333333,242.5
"837","Digitaria ischaemum",0.16,40.615,169.9
"838","Digitaria sanguinalis",0.19,35.25,173.37
"839","Diphasiastrum alpinum",0.0483333333333333,11.3155,321.035
"840","Diphasiastrum complanatum",0.1,6.84,284.47
"841","Diplotaxis muralis",0.17,21.05,136.41
"842","Diplotaxis tenuifolia",0.35,22.45,113
"843","Diplotaxis viminea",0.065,NA,NA
"844","Dipsacus fullonum",0.9,20.076716665,167
"845","Dipsacus laciniatus",0.775,NA,NA
"846","Dipsacus pilosus",0.55,53.1533333333333,102.17
"847","Dipsacus sativus",1.075,NA,NA
"848","Dipsacus strigosus",1.42,14.08,223.95
"849","Doronicum austriacum",0.6,NA,NA
"850","Doronicum columnae",0.25,NA,NA
"851","Doronicum glaciale",0.09,NA,NA
"852","Doronicum grandiflorum",0.25,NA,NA
"853","Doronicum pardalianches",0.575,31.55,123
"854","Dorycnium hirsutum Ser.",0.35,NA,NA
"855","Dorycnium pentaphyllum s. germanicum",0.225,NA,NA
"856","Dorycnium pentaphyllum s. herbaceum",0.225,NA,NA
"857","Draba aizoides",0.0583333333333333,17.295,284.68
"858","Draba dubia",0.025,NA,NA
"859","Draba fladnizensis",0.015,NA,NA
"860","Draba incana",0.1775,NA,NA
"861","Draba muralis",0.111666666666667,26.1,171.5
"862","Draba norvegica",0.0275,NA,NA
"863","Draba sauteri",0.025,NA,NA
"864","Draba siliquosa",0.025,NA,NA
"865","Draba tomentosa",0.035,NA,NA
"866","Dracocephalum ruyschiana",0.4,NA,NA
"867","Drosanthemum floribundum",0.8,NA,NA
"868","Drosera anglica",0.05,26.145,124.065
"869","Drosera intermedia",0.035,28.31,178.06
"870","Drosera rotundifolia",0.0825,40.1005903966667,143.675
"871","Dryas octopetala",0.0283333333333333,10.202100939,294.5
"872","Dryopteris affinis",1.3,25.345,238.22
"873","Dryopteris carthusiana",0.375,24.835,276.2
"874","Dryopteris cristata",0.55,NA,NA
"875","Dryopteris dilatata",0.6,20.9666666666667,277
"876","Dryopteris filix-mas",0.75,24.2,295
"877","Dryopteris villarii",0.3,NA,NA
"878","Echinochloa crus-galli",0.575,28.0866666666667,189.795
"879","Echinocystis lobata",3.5,NA,NA
"880","Echinops sphaerocephalus",1.075,NA,NA
"881","Echium plantagineum",0.3,NA,NA
"882","Echium vulgare",0.433333333333333,14.45,142
"883","Elaeagnus angustifolia",3.65,NA,NA
"884","Elaeagnus commutata",2.75,NA,NA
"885","Elatine alsinastrum",0.26,NA,NA
"886","Elatine hexandra",0.0716666666666667,66.57,240.91
"887","Elatine hydropiper",0.0716666666666667,44.19,153.26
"888","Elatine triandra",0.05,NA,NA
"889","Eleocharis acicularis",0.06,77.33,150.35
"890","Eleocharis austriaca",0.25,NA,NA
"891","Eleocharis mamillata",0.25,NA,NA
"892","Eleocharis multicaulis",0.3,7.79,275.1
"893","Eleocharis ovata",0.175,NA,NA
"894","Eleocharis palustris",0.525,10.31,218.96
"895","Eleocharis parvula",0.05,NA,NA
"896","Eleocharis quinqueflora",0.1,8.79,316.69
"897","Eleocharis uniglumis",0.225,14.62,182.76
"898","Eleusine indica",0.1,24.2,221.83
"899","Elsholtzia ciliata",0.375,NA,NA
"900","Elymus caninus",0.675,27.85,309.5
"901","Elymus pycnanthus",0.45,NA,NA
"902","Elymus repens",0.75,23.7822347761538,270.73
"903","Empetrum nigrum",0.15,8.28509008925,331.436666666667
"904","Empetrum nigrum s. hermaphroditum",0.325,9.753,NA
"905","Epilobium alpestre",0.65,33.45,213.33
"906","Epilobium alsinifolium",0.15,NA,NA
"907","Epilobium anagallidifolium",0.05875,21.33,335.27
"908","Epilobium angustifolium",0.5,22.91,228
"909","Epilobium brunnescens",0.14,NA,NA
"910","Epilobium ciliatum",0.75,36.695,160.7325
"911","Epilobium collinum",0.25,NA,NA
"912","Epilobium dodonaei",0.55,11.53,204.25
"913","Epilobium fleischeri",0.275,NA,NA
"914","Epilobium hirsutum",1.03333333333333,26.92,208
"915","Epilobium lanceolatum",0.35,NA,NA
"916","Epilobium montanum",0.35,28.2744444444444,229.333333333333
"917","Epilobium nutans",0.125,22.87,204.16
"918","Epilobium obscurum",0.516666666666667,30.2,135
"919","Epilobium palustre",0.275,33.554,145.076666666667
"920","Epilobium parviflorum",0.433333333333333,29.775,160.333333333333
"921","Epilobium roseum",0.4,48.3,150
"922","Epilobium tetragonum",0.441666666666667,15.9,NA
"923","Epimedium alpinum",0.25,NA,NA
"924","Epipactis atrorubens",0.225,26.415,220.425
"925","Epipactis leptochila",0.325,NA,NA
"926","Epipactis microphylla",0.1,NA,NA
"927","Epipactis muelleri",0.375,NA,NA
"928","Epipactis palustris",0.275,22.685,186.205
"929","Epipactis purpurata",0.19,NA,NA
"930","Equisetum arvense",0.325,10.7269966996667,239.5
"931","Equisetum fluviatile",1,9.35,283.75
"932","Equisetum hyemale",0.95,2.97,153.42
"933","Equisetum palustre",0.3,8,205.81
"934","Equisetum pratense",0.325,NA,NA
"935","Equisetum ramosissimum",0.9,NA,NA
"936","Equisetum sylvaticum",0.325,24.57790899,278.89
"937","Equisetum telmateia",1.25,16.26,120.62
"938","Equisetum variegatum",0.2,6.329113924,NA
"939","Eragrostis cilianensis",0.15,NA,NA
"940","Eragrostis minor",0.125,36.1666666666667,240.936666666667
"941","Eragrostis pilosa",0.1,42.06,NA
"942","Eranthis hyemalis",0.0833333333333333,NA,NA
"943","Erica ciliaris",0.6,NA,NA
"944","Erica cinerea",0.4625,10.875,290.25
"945","Erica erigena",0.875,NA,NA
"946","Erica herbacea",0.225,NA,NA
"947","Erica lusitanica",2.75,NA,NA
"948","Erica mackaiana",0.4,NA,NA
"949","Erica tetralix",0.4375,10.064,465.525
"950","Erica vagans",0.425,NA,NA
"951","Erigeron acer",0.325,18.964285715,194.666666666667
"952","Erigeron alpinus",0.14,NA,NA
"953","Erigeron annuus",0.7875,27.73,196.72
"954","Erigeron atticus",0.375,NA,NA
"955","Erigeron borealis",0.146,18.44,153.79
"956","Erigeron gaudinii",0.15,NA,NA
"957","Erigeron glabratus",0.15,NA,NA
"958","Erigeron neglectus",0.075,NA,NA
"959","Erigeron uniflorus",0.055,18.710333335,NA
"960","Erinus alpinus",0.075,NA,NA
"961","Eriophorum angustifolium",0.196666666666667,8.375,342
"962","Eriophorum latifolium",0.2625,15.75,293.776666666667
"963","Eriophorum scheuchzeri",0.175,NA,NA
"964","Eriophorum vaginatum",0.425,5.991055539,387
"965","Erodium ballii",0.25,NA,NA
"966","Erodium cicutarium",0.6,25.666505495,204.405
"967","Erodium lebelii",0.15,19.79,256.34
"968","Erodium maritimum",0.3,NA,NA
"969","Erodium moschatum",0.425,29.67,118.795
"970","Erophila glabrescens",0.09,NA,NA
"971","Erophila majuscula",0.0375,NA,NA
"972","Erophila verna",0.03,42.48202512,193.48
"973","Erophila verna s. verna",0.025,27.2,98.5
"974","Eruca vesicaria s. sativa",0.175,NA,NA
"975","Erucastrum gallicum",0.25,NA,NA
"976","Erucastrum nasturtiifolium",0.3,12.215,207.805
"977","Eryngium campestre",0.28125,9.25,233.63
"978","Eryngium maritimum",0.308333333333333,10.6366666666667,136.37
"979","Eryngium planum",0.3,NA,NA
"980","Erysimum cheiranthoides",0.308333333333333,23.757398258,216.596666666667
"981","Erysimum cheiri",0.291666666666667,11.6,186
"982","Erysimum crepidifolium",0.325,NA,NA
"983","Erysimum marschallianum",0.275,NA,NA
"984","Erysimum odoratum",0.425,17.96,168.57
"985","Erysimum repandum",0.15,NA,NA
"986","Eschscholzia californica",0.35,NA,NA
"987","Euonymus europaeus",3.41666666666667,14.635568628,243.5
"988","Euonymus latifolius",3.75,NA,NA
"989","Eupatorium cannabinum",1,29.144,202
"990","Euphorbia amygdaloides",0.3675,24.04,284.14
"991","Euphorbia brittingeri",0.4,27.745,305.995
"992","Euphorbia cyparissias",0.175,25.66,NA
"993","Euphorbia dulcis",0.3,33.27,243.07
"994","Euphorbia epithymoides",0.4,NA,NA
"995","Euphorbia esula",0.425,40.14,230.815
"996","Euphorbia esula subsp. tommasiniana",0.7,NA,NA
"997","Euphorbia exigua",0.118333333333333,26.1,213
"998","Euphorbia falcata",0.25,NA,NA
"999","Euphorbia helioscopia",0.2,33.8333333333333,196.666666666667
"1000","Euphorbia humifusa",0.085,NA,NA
"1001","Euphorbia hyberna",0.375,NA,NA
"1002","Euphorbia lathyris",0.6,24.3566666666667,177.8
"1003","Euphorbia lucida",0.85,NA,NA
"1004","Euphorbia palustris",0.975,20.38,322.98
"1005","Euphorbia paralias",0.25,13.5,NA
"1006","Euphorbia peplis",0.1,NA,NA
"1007","Euphorbia peplus",0.166666666666667,37.75,177
"1008","Euphorbia platyphyllos",0.35,NA,NA
"1009","Euphorbia portlandica",0.1375,NA,NA
"1010","Euphorbia salicifolia",0.5,NA,NA
"1011","Euphorbia segetalis",0.12,26.3,201.48
"1012","Euphorbia seguierana",0.35,18.4,280.03
"1013","Euphorbia serrulata",0.308333333333333,49.01,247.05
"1014","Euphorbia villosa",0.65,NA,NA
"1015","Euphrasia anglica",0.0775,NA,NA
"1016","Euphrasia arctica",0.3,NA,NA
"1017","Euphrasia cambrica",0.08,NA,NA
"1018","Euphrasia campbelliae",0.1,NA,NA
"1019","Euphrasia confusa",0.2,NA,NA
"1020","Euphrasia foulaensis",0.06,NA,NA
"1021","Euphrasia frigida",0.103333333333333,24.9476612225,NA
"1022","Euphrasia heslop-harrisonii",0.15,NA,NA
"1023","Euphrasia marshallii",0.12,NA,NA
"1024","Euphrasia micrantha",0.25,NA,NA
"1025","Euphrasia nemorosa",0.35,27.83,267.97
"1026","Euphrasia officinalis",0.235,17.2875,247
"1027","Euphrasia ostenfeldii",0.12,NA,NA
"1028","Euphrasia pseudokerneri",0.2,NA,NA
"1029","Euphrasia rivularis",0.1,NA,NA
"1030","Euphrasia rostkoviana",0.35,NA,NA
"1031","Euphrasia rotundifolia",0.1,NA,NA
"1032","Euphrasia salisburgensis",0.115,NA,NA
"1033","Euphrasia scottica",0.25,NA,NA
"1034","Euphrasia tetraquetra",0.15,NA,NA
"1035","Fagopyrum esculentum",0.375,NA,NA
"1036","Fagopyrum tataricum",0.5,NA,NA
"1037","Fagus sylvatica",32.1875,17.3893146555556,309.25
"1038","Falcaria vulgaris",0.425,12.585,185.4025
"1039","Fallopia baldschuanica",3.5,NA,NA
"1040","Fallopia convolvulus",0.6875,23.875,200
"1041","Fallopia dumetorum",1.875,34.5833333333333,213.946666666667
"1042","Festuca airoides",0.045,NA,NA
"1043","Festuca alpina",0.05,NA,NA
"1044","Festuca altissima",0.75,29.505,260.47
"1045","Festuca amethystina",0.425,NA,NA
"1046","Festuca arundinacea",0.6,17.743700924,234
"1047","Festuca brevipila",0.125,5.65,437.56
"1048","Festuca curvula",0.1875,NA,NA
"1049","Festuca duvalii",0.24,NA,NA
"1050","Festuca filiformis",0.225,NA,NA
"1051","Festuca gigantea",0.975,28.7333333333333,216
"1052","Festuca guestfalica",0.471666666666667,NA,NA
"1053","Festuca heteropachys",0.125,NA,NA
"1054","Festuca heterophylla",0.275,NA,NA
"1055","Festuca longifolia",0.16,NA,NA
"1056","Festuca nigrescens",0.4125,NA,NA
"1057","Festuca norica",0.225,NA,NA
"1058","Festuca ovina",0.1525,14.8875,324.6075
"1059","Festuca pallens",0.115,5.55,416.71
"1060","Festuca pannonica",0.115,NA,NA
"1061","Festuca patzkei",0.2,NA,NA
"1062","Festuca polesica",0.225,NA,NA
"1063","Festuca pratensis",0.55,25.0166666666667,262.78
"1064","Festuca pratensis s. apennina",0.4,NA,NA
"1065","Festuca psammophila",0.225,3.25,545.22
"1066","Festuca puccinellii",0.125,NA,NA
"1067","Festuca pulchella",0.225,NA,NA
"1068","Festuca quadriflora",0.075,NA,NA
"1069","Festuca rubra",0.483333333333333,20.0301428571429,267
"1070","Festuca rupicaprina",0.05,NA,NA
"1071","Festuca rupicola",0.325,NA,NA
"1072","Festuca trichophylla",0.325,NA,NA
"1073","Festuca valesiaca",0.2,NA,NA
"1074","Festuca vivipara",0.07,11.06,370.04
"1075","Filaginella uliginosa",0.125,37.7729953216667,162.405
"1076","Filago lutescens",0.175,17.38,233.42
"1077","Filago pyramidata",0.1475,31.52,278.355
"1078","Filago vulgaris",0.25,27.3,183
"1079","Filipendula ulmaria",0.791666666666667,24.3340185671429,391
"1080","Filipendula vulgaris",0.325,18.394148935,295
"1081","Foeniculum vulgare",1.7875,8.6,234.5
"1082","Fragaria moschata",0.175,NA,NA
"1083","Fragaria vesca",0.108333333333333,23.330307692,388
"1084","Fragaria viridis",0.0625,17.123968992,323.486666666667
"1085","Frangula alnus",3.85714285714286,19.68483525,256
"1086","Frankenia laevis",0.15,NA,NA
"1087","Fraxinus excelsior",26.1428571428571,13.564515725,256.5
"1088","Fraxinus ornus",6.5,6.39,NA
"1089","Fraxinus pennsylvanica",20,NA,NA
"1090","Fritillaria meleagris",0.225,22.155,130.32
"1091","Fuchsia magellanica",3,20.275,NA
"1092","Fumana procumbens",0.15,8.22,308.3
"1093","Fumaria bastardii",1,NA,NA
"1094","Fumaria capreolata",0.825,NA,NA
"1095","Fumaria densiflora",1,NA,NA
"1096","Fumaria muralis",0.725,28.3,195
"1097","Fumaria occidentalis",1,NA,NA
"1098","Fumaria officinalis",0.6,28.538008658,133
"1099","Fumaria parviflora",0.468333333333333,25.905,136.375
"1100","Fumaria purpurea",1,NA,NA
