"SBS.name","height","SLA","mean.LMDC..mg.g."
"1634","Medicago arabica",0.308333333333333,30.3366666666667,174.495
"1635","Medicago lupulina",0.25,27.6018181818182,196
"1636","Medicago minima",0.10625,26.5666666666667,250.5
"1637","Medicago polymorpha",0.3625,20.125,224.065
"1638","Medicago sativa s. falcata",0.35,18.4,NA
"1639","Melampyrum arvense",0.308333333333333,28.26,176.68
"1640","Melampyrum cristatum",0.283333333333333,25.57,183.67
"1641","Melampyrum pratense",0.24,26.288065845,205
"1642","Melampyrum sylvaticum",0.2875,41.40198934,156.49
"1643","Melica ciliata",0.36,17.035,521.82
"1644","Melica nutans",0.225,28.725,340
"1645","Melica picta",0.225,NA,NA
"1646","Melica uniflora",0.325,39.6,NA
"1647","Melilotus alba",0.633333333333333,22.885,158.99
"1648","Melilotus altissima",0.9,15.65,230
"1649","Melilotus dentata",0.475,NA,NA
"1650","Melilotus indica",0.3,20.6,230
"1651","Melilotus officinalis",1.075,19.375,237.666666666667
"1652","Melissa officinalis",0.525,NA,NA
"1653","Melittis melissophyllum",0.3,53.5,148.8
"1654","Mentha aquatica",0.383333333333333,30.02375,181.971666666667
"1655","Mentha arvensis",0.25,41.4357142857143,177.6
"1656","Mentha longifolia",0.725,29.515,190.675
"1657","Mentha pulegium",0.166666666666667,31.11,181.215
"1658","Mentha spicata",0.475,22.5,234.4
"1659","Mentha suaveolens",0.575,27.775,188.145
"1660","Menyanthes trifoliata",0.176666666666667,23.6766666666667,192.333333333333
"1661","Mercurialis annua",0.25,48.01,164.725
"1662","Mercurialis ovata",0.275,NA,NA
"1663","Mercurialis perennis",0.216666666666667,25.6833333333333,224.5
"1664","Mertensia maritima",0.6,NA,NA
"1665","Mespilus germanica",6.375,18.15,325.545
"1666","Meum athamanticum",0.235,13.22,NA
"1667","Mibora minima",0.035,NA,NA
"1668","Micropyrum tenellum",0.16,NA,NA
"1669","Microstylis monophyllos",0.075,NA,NA
"1670","Milium effusum",0.625,33.35,251
"1671","Mimulus guttatus",0.36,48.18,133.6775
"1672","Mimulus luteus",0.5,NA,NA
"1673","Mimulus moschatus",0.175,47.9,130
"1674","Minuartia austriaca",0.09,NA,NA
"1675","Minuartia cherlerioides",0.035,NA,NA
"1676","Minuartia hybrida",0.0716666666666667,20.84,331.68
"1677","Minuartia recurva",0.0525,NA,NA
"1678","Minuartia rubella",0.03,NA,NA
"1679","Minuartia rubra",0.19,NA,NA
"1680","Minuartia rupestris",0.095,NA,NA
"1681","Minuartia sedoides",0.0533333333333333,9.8,NA
"1682","Minuartia setacea",0.075,NA,NA
"1683","Minuartia stricta",0.0666666666666667,NA,NA
"1684","Minuartia verna",0.075,21.45,252.77
"1685","Minuartia verna subsp. verna",0.075,NA,NA
"1686","Minuartia viscosa",0.04,NA,NA
"1687","Misopates orontium",0.343333333333333,30.855,133.265
"1688","Moehringia ciliata",0.125,NA,NA
"1689","Moehringia muscosa",0.1,NA,NA
"1690","Moehringia trinervia",0.175,36.1,179.333333333333
"1691","Moenchia erecta",0.0483333333333333,NA,NA
"1692","Molinia caerulea",0.7875,19.665,364.653333333333
"1693","Moneses uniflora",0.0875,19.896929825,256.12
"1694","Monotropa hypopitys",0.135,NA,NA
"1695","Montia fontana",0.163333333333333,55.85,108.68
"1696","Montia fontana subsp. chondrosperma",0.02,34.63,142.74
"1697","Morus alba",5.5,NA,NA
"1698","Morus nigra",8,NA,NA
"1699","Muscari botryoides",0.15,28.94,89.26
"1700","Muscari comosum",0.425,NA,NA
"1701","Muscari neglectum",0.115,NA,NA
"1702","Muscari tenuiflorum",0.325,NA,NA
"1703","Myagrum perfoliatum",0.24,29.06,110.52
"1704","Mycelis muralis",0.5,47.59238638,NA
"1705","Myosotis alpestris",0.08,NA,NA
"1706","Myosotis arvensis",0.23,29.38,123
"1707","Myosotis decumbens",0.225,NA,NA
"1708","Myosotis discolor",0.2075,25.15,169.1425
"1709","Myosotis laxa",0.21125,38.6883333333333,121.97
"1710","Myosotis nemorosa",0.415,38.61,NA
"1711","Myosotis ramosissima",0.101666666666667,26.8085714285714,146.666666666667
"1712","Myosotis rehsteineri",0.03,31.32,176.41
"1713","Myosotis scorpioides",0.278333333333333,42.9176790655556,143.015
"1714","Myosotis secunda",0.3,NA,NA
"1715","Myosotis sparsiflora",0.225,NA,NA
"1716","Myosotis stolonifera",0.14,NA,NA
"1717","Myosotis stricta",0.06,26.98,177.2
"1718","Myosotis sylvatica",0.216666666666667,29.68,146
"1719","Myosoton aquaticum",0.333333333333333,63.94,106.145
"1720","Myosurus minimus",0.0675,21.64233276,121.91
"1721","Myrica gale",1.21666666666667,11.56247444,345
"1722","Myricaria germanica",1.3,NA,NA
"1723","Myriophyllum alterniflorum",0.45,67.98,205.81
"1724","Myriophyllum spicatum",1,24.9666666666667,236.3025
"1725","Myriophyllum verticillatum",1.125,NA,NA
"1726","Myrrhis odorata",0.883333333333333,39.225,238
"1727","Narcissus pseudonarcissus",0.225,19.3,137.5
"1728","Nardus stricta",0.12,10.296,418.45
"1729","Narthecium ossifragum",0.165,24.15,159
"1730","Nasturtium microphyllum",0.273333333333333,72.1,79.5
"1731","Nasturtium officinale",0.24,42.225,97.5
"1732","Nepeta cataria",0.566666666666667,31.38,193.56
"1733","Nepeta grandiflora",0.525,NA,NA
"1734","Nepeta nuda",0.6,NA,NA
"1735","Neslia paniculata",0.325,NA,NA
"1736","Nicandra physalodes",0.495,25.845,166.255
"1737","Nicotiana rustica",0.585,17.92,148.15
"1738","Nicotiana tabacum",1.25,NA,NA
"1739","Nigella arvensis",0.23,26.23,179.32
"1740","Nigella damascena",0.3875,30.91,181.19
"1741","Nigella sativa",0.265,NA,NA
"1742","Nigritella nigra subsp. rubra",0.1,NA,NA
"1743","Nonea pulla",0.325,22.97,147.27
"1744","Nuphar lutea",0.03,15.895,169.84
"1745","Nuphar pumila",0.03,NA,NA
"1746","Nymphaea alba",0.03,14.7,181
"1747","Nymphaea candida",0.03,NA,NA
"1748","Nymphoides peltata",0.03,25.6,69
"1749","Odontites lutea",0.325,21.64,217.71
"1750","Odontites verna",0.275,20.605,203.333333333333
"1751","Oenanthe aquatica",0.6,29.5575444366667,136.025
"1752","Oenanthe crocata",0.75,41.6,142
"1753","Oenanthe fistulosa",0.425,36.52282907,131.055
"1754","Oenanthe fluviatilis",1,NA,NA
"1755","Oenanthe lachenalii",1,14.775,190.49
"1756","Oenanthe peucedanifolia",0.375,NA,NA
"1757","Oenanthe pimpinelloides",0.475,NA,NA
"1758","Oenanthe silaifolia",0.6875,NA,NA
"1759","Oenothera ammophila",0.44,20.36,115.585
"1760","Oenothera biennis",0.658333333333333,13.80175,NA
"1761","Oenothera erythrosepala",0.733333333333333,24.205,132.185
"1762","Oenothera parviflora",0.97,17.96,181.665
"1763","Oenothera rosea",0.12,34.4,198.65
"1764","Oenothera stricta",0.6,NA,NA
"1765","Omalotheca hoppeana",0.06,NA,NA
"1766","Omalotheca norvegica",0.1425,21.1733333333333,220.846666666667
"1767","Omalotheca supina",0.0333333333333333,23.38,274.24
"1768","Omalotheca sylvatica",0.325,23.91,NA
"1769","Omphalodes scorpioides",0.2,NA,NA
"1770","Omphalodes verna",0.075,22.8,206.65
"1771","Onobrychis arenaria",0.15,8.920606601,NA
"1772","Onobrychis montana",0.085,NA,NA
"1773","Onobrychis viciifolia",0.275,18.828,245.925
"1774","Ononis arvensis",0.5,NA,NA
"1775","Ononis natrix",0.35,NA,NA
"1776","Ononis reclinata",0.035,NA,NA
"1777","Ononis repens",0.4,23.17625,229.77
"1778","Ononis spinosa",0.275,29.75,NA
"1779","Onopordum acanthium",1.02,14.25,214.68
"1780","Onosma arenaria",0.325,NA,NA
"1781","Ophioglossum vulgatum",0.125,24.75,110
"1782","Ophrys apifera",0.15,19.6666666666667,139
"1783","Ophrys fuciflora",0.15,27.53,104.01
"1784","Ophrys insectifera",0.2,28.1,122
"1785","Ophrys sphegodes",0.135,30.38,100.6
"1786","Orchis coriophora",0.185,NA,NA
"1787","Orchis laxiflora subsp. palustris",0.3,NA,NA
"1788","Orchis mascula",0.165,18.0525,121.416666666667
"1789","Orchis militaris",0.2,21.53,113.08
"1790","Orchis morio",0.175,40.68,120.71
"1791","Orchis pallens",0.2,NA,NA
"1792","Orchis purpurea",0.2825,29.16,66.11
"1793","Orchis simia",0.25,24.96,100.83
"1794","Orchis tridentata",0.15,NA,NA
"1795","Orchis ustulata",0.125,19.82,132.285
"1796","Oreochloa disticha",0.115,9.2,NA
"1797","Oreopteris limbosperma",0.75,13.4,289
"1798","Origanum majorana",0.325,NA,NA
"1799","Origanum vulgare",0.408333333333333,24.67295082,233
"1800","Orlaya grandiflora",0.2825,22.64,169.06
"1801","Ornithogalum boucheanum",0.225,NA,NA
"1802","Ornithogalum nutans",0.325,NA,NA
"1803","Ornithogalum orthophyllum",0.075,NA,NA
"1804","Ornithogalum umbellatum",0.2,13.2,83
"1805","Ornithopus perpusillus",0.19,25.75,193.333333333333
"1806","Ornithopus pinnatus",0.075,NA,NA
"1807","Ornithopus sativus",0.45,NA,NA
"1808","Orobanche alba",0.1225,NA,NA
"1809","Orobanche caryophyllacea",0.2125,NA,NA
"1810","Orobanche elatior",0.2875,NA,NA
"1811","Orobanche hederae",0.225,NA,NA
"1812","Orobanche loricata",0.4,NA,NA
"1813","Orobanche minor",0.35,NA,NA
"1814","Orobanche purpurea",0.225,NA,NA
"1815","Orobanche rapum-genistae",0.35,NA,NA
"1816","Orobanche reticulata",0.2375,NA,NA
"1817","Orthilia secunda",0.0975,16.887016225,333.025
"1818","Osmunda regalis",1,13.83,275.65
"1819","Oxalis acetosella",0.0925,64.63,128.4
"1820","Oxalis articulata",0.35,NA,NA
"1821","Oxalis corniculata",0.15,41.34,147.45
"1822","Oxalis pes-caprae",0.2,NA,NA
"1823","Oxalis stricta",0.175,57.7,NA
"1824","Oxyria digyna",0.1,23.3127727225,96.02
"1825","Oxytropis campestris",0.3,14.92537313,NA
"1826","Oxytropis halleri",0.3,NA,NA
"1827","Oxytropis jacquinii",0.07,NA,NA
"1828","Oxytropis pilosa",0.2,NA,NA
"1829","Paeonia officinalis",0.7,NA,NA
"1830","Panicum miliaceum",0.6,NA,NA
"1831","Papaver argemone",0.20625,23.8,160
"1832","Papaver dubium",0.474,23.9857142857143,175.75
"1833","Papaver hybridum",0.25,NA,NA
"1834","Papaver rhoeas",0.3675,33.07,143
"1835","Papaver somniferum",0.7,38.23,177.78
"1836","Parapholis strigosa",0.1,21.925,265.43
"1837","Parentucellia viscosa",0.2,NA,NA
"1838","Parietaria judaica",0.3125,33.1666666666667,185.5
"1839","Parietaria officinalis",0.65,61.515,149.13
"1840","Parietaria pensylvanica",0.5,NA,NA
"1841","Paris quadrifolia",0.2,35,176
"1842","Parnassia palustris",0.125,25.885,164.842
"1843","Parthenocissus inserta",10,19.79,222.25
"1844","Parthenocissus quinquefolia",10,NA,NA
"1845","Parthenocissus tricuspidata",10,NA,NA
"1846","Pastinaca sativa",0.6,32.9333333333333,152
"1847","Pedicularis elongata",0.175,NA,NA
"1848","Pedicularis foliosa",0.325,NA,NA
"1849","Pedicularis lapponica",0.1,16.7978813333333,193.61
"1850","Pedicularis oederi",0.06,20.72,156.74
"1851","Pedicularis palustris",0.24,24.942,152.386
"1852","Pedicularis recutita",0.325,NA,NA
"1853","Pedicularis rostratocapitata",0.095,NA,NA
"1854","Pedicularis rostratospicata",0.275,NA,NA
"1855","Pedicularis sceptrum-carolinum",0.5,15.57611026,NA
"1856","Pedicularis sylvatica",0.123333333333333,11.55,162
"1857","Pedicularis verticillata",0.15,NA,NA
"1858","Pentaglottis sempervirens",0.475,25.07,92.69
"1859","Petasites albus",0.425,26.77,121.136666666667
"1860","Petasites hybridus",0.575,22.04,201.5
"1861","Petasites paradoxus",0.375,NA,NA
"1862","Petasites spurius",0.2,10.865,170.225
"1863","Petrocallis pyrenaica",0.035,NA,NA
"1864","Petrorhagia nanteuilii",0.5,NA,NA
"1865","Petrorhagia prolifera",0.3875,17.63,231.23
"1866","Petrorhagia saxifraga",0.2,NA,237
"1867","Petroselinum crispum",0.575,NA,NA
"1868","Petroselinum segetum",0.475,NA,NA
"1869","Peucedanum alsaticum",0.75,NA,NA
"1870","Peucedanum carvifolia",0.45,NA,NA
"1871","Peucedanum cervaria",0.375,10.46,273.68
"1872","Peucedanum officinale",0.9125,9.835,286.055
"1873","Peucedanum oreoselinum",0.5,15.99,260.955
"1874","Peucedanum ostruthium",0.466666666666667,NA,NA
"1875","Peucedanum palustre",0.8575,20.0942857142857,223.314285714286
"1876","Phacelia tanacetifolia",0.575,29.31,130.86
"1877","Phalaris arundinacea",1.45,24.4143081733333,263
"1878","Phalaris canariensis",0.61,21.84,227.35
"1879","Phaseolus vulgaris",1.23,17.245,228.045
"1880","Phegopteris connectilis",0.225,38.675,187.06
"1881","Philadelphus coronarius",2.75,NA,NA
"1882","Phleum alpinum",0.0716666666666667,18.53400871,377.41
"1883","Phleum arenarium",0.075,NA,NA
"1884","Phleum hirsutum",0.3,NA,NA
"1885","Phleum paniculatum",0.14,NA,NA
"1886","Phleum phleoides",0.3,17.4,333.13
"1887","Phleum pratense",0.371,24.2541597027778,276.142857142857
"1888","Phleum rhaeticum",0.175,NA,NA
"1889","Phlomis tuberosa",0.975,NA,NA
"1890","Phragmites australis",2.5,16.26,405.363333333333
"1891","Phyllodoce caerulea",0.13,10.2856310476,456.64
"1892","Physalis alkekengi",0.625,32.73,NA
"1893","Physocarpus opulifolius",3,24.3902439,NA
"1894","Physospermum cornubiense",0.525,NA,NA
"1895","Phyteuma betonicifolium",0.19,NA,NA
"1896","Phyteuma hemisphaericum",0.1,NA,NA
"1897","Phyteuma nigrum",0.175,49.085,139.185
"1898","Phyteuma orbiculare",0.294,36.1,NA
"1899","Phyteuma ovatum",0.375,NA,NA
"1900","Phyteuma spicatum",0.2375,51.9,125.37
"1901","Phytolacca americana",3,NA,NA
"1902","Picea abies",50,6.846285493,NA
"1903","Picea glauca",30,3.125,NA
"1904","Picea omorika",30,NA,NA
"1905","Picea pungens",35,NA,NA
"1906","Picea sitchensis",60,6.3,274.5
"1907","Picris echioides",0.425,32.9266666666667,129
"1908","Picris hieracioides",0.6375,24.7466666666667,183.618
"1909","Picris hieracioides s. villarsii",0.525,NA,NA
"1910","Pilularia globulifera",0.075,45.97,129.66
"1911","Pimpinella major",0.658333333333333,25.01,207
"1912","Pimpinella saxifraga",0.413333333333333,16.0628571428571,285.5
"1913","Pinguicula alpina",0.03,50.65,70.09
"1914","Pinguicula grandiflora",0.11,NA,NA
"1915","Pinguicula lusitanica",0.06,NA,NA
"1916","Pinguicula vulgaris",0.04875,40.7565480375,83.06
"1917","Pinus cembra",15,NA,NA
"1918","Pinus nigra",40,6.838954345,NA
"1919","Pinus pinaster",30,2.4,NA
"1920","Pinus strobus",30,NA,NA
"1921","Pinus sylvestris",34.5,4.89651019607692,299.011428571429
"1922","Pisum sativum",0.65,20.75,NA
"1923","Pittosporum crassifolium",10,NA,NA
"1924","Plantago alpina",0.065,NA,NA
"1925","Plantago arenaria",0.33,16.2,161.185
"1926","Plantago atrata",0.09,NA,NA
"1927","Plantago coronopus",0.03625,16.4583333333333,102.39
"1928","Plantago lanceolata",0.16125,19.0728571428571,166.57625
"1929","Plantago major",0.37,21.4436363636364,107
"1930","Plantago maritima",0.231666666666667,9.88571428571429,112.26
"1931","Plantago maritima s. maritima",1.4,11.7,NA
"1932","Plantago media",0.171666666666667,19.2213350783333,145.333333333333
"1933","Platanthera bifolia",0.16,26.44967136,112.13
"1934","Platanthera chlorantha",0.145,20.6,142
"1935","Platanus x hispanica",23,NA,NA
"1936","Pleurospermum austriacum",0.825,NA,NA
"1937","Poa alpina",0.1025,14.425,282.99
"1938","Poa angustifolia",0.36,15.55,424.5
"1939","Poa annua",0.085,36.17405007875,242.515
"1940","Poa badensis",0.1,NA,NA
"1941","Poa bulbosa",0.11,21.09,210.9
"1942","Poa cenisia",0.225,NA,NA
"1943","Poa chaixii",0.675,20.73,NA
"1944","Poa compressa",0.375,19.42,282.333333333333
"1945","Poa hybrida",0.825,NA,NA
"1946","Poa minor",0.09,NA,NA
"1947","Poa nemoralis",0.5,49.9,319
"1948","Poa palustris",0.8175,27.998224345,378.14
"1949","Poa pratensis",0.3,21.4222199633333,308.27
"1950","Poa subcaerulea",0.2025,NA,NA
"1951","Poa supina",0.09,NA,NA
"1952","Polemonium caeruleum",0.45,37.2666666666667,165
"1953","Polycarpon tetraphyllum",0.1675,NA,NA
"1954","Polycnemum arvense",0.175,NA,NA
"1955","Polycnemum majus",0.15,NA,NA
"1956","Polycnemum verrucosum",0.1,NA,NA
"1957","Polygala alpestris",0.075,NA,NA
"1958","Polygala amara",0.065,NA,NA
"1959","Polygala amarella",0.05375,20.6833333333333,189.976666666667
"1960","Polygala calcarea",0.0833333333333333,NA,NA
"1961","Polygala chamaebuxus",0.15,18.39366242,NA
"1962","Polygala comosa",0.15,20.29,NA
"1963","Polygala oxyptera",0.115,NA,NA
"1964","Polygala serpyllifolia",0.1875,26.3675,198.756666666667
"1965","Polygala vulgaris",0.0533333333333333,18.418428781,221.21
"1966","Polygonatum multiflorum",0.445,43.84,148.12
"1967","Polygonatum odoratum",0.3,33.111406845,164.98
"1968","Polygonatum verticillatum",0.42,41.65,150.02
"1969","Polygonum amphibium",0.433333333333333,16.946239452,241.97
"1970","Polygonum arenastrum",0.1125,NA,NA
"1971","Polygonum aviculare",1.1375,28.8777815188889,207.5
"1972","Polygonum bistorta",0.383333333333333,24.7633333333333,156
"1973","Polygonum boreale",1,NA,NA
"1974","Polygonum hydropiper",0.383333333333333,41.0666666666667,176
"1975","Polygonum lapathifolium",0.7375,24.3563486585714,227.25
"1976","Polygonum maritimum",0.5,NA,NA
"1977","Polygonum minus",0.175,44.085,182.3625
"1978","Polygonum mite",0.325,34.375,169.89
"1979","Polygonum neglectum",0.3,NA,NA
"1980","Polygonum oxyspermum",0.4,NA,NA
"1981","Polygonum persicaria",0.383333333333333,25.7285714285714,203
"1982","Polygonum rurivagum",0.3,NA,NA
"1983","Polygonum viviparum",0.0775,15.41,239.395
"1984","Polypodium vulgare",0.3,12.35,289
"1985","Polystichum aculeatum",0.8,13.9866666666667,297.786666666667
"1986","Polystichum braunii",0.55,NA,NA
"1987","Polystichum lonchitis",0.3,7.8,304.19
"1988","Polystichum setiferum",0.8,19.75,NA
"1989","Populus alba",23.25,11.1529808633333,NA
"1990","Populus nigra",25,10.94,307.7
"1991","Populus tremula",19.5,14.641710298625,370.16
"1992","Populus trichocarpa",20,NA,NA
"1993","Populus x canadensis",22.5,NA,NA
"1994","Portulaca oleracea",0.166666666666667,19.465,105.955
"1995","Potamogeton alpinus",0.02,92.77,167.71
"1996","Potamogeton coloratus",0.02,NA,NA
"1997","Potamogeton gramineus",0.02,48.1633333333333,187.74
"1998","Potamogeton natans",0.02,27.516,204.35
"1999","Potamogeton nodosus",0.02,34.085,147.35
"2000","Potamogeton polygonifolius",0.02,43.5433333333333,168.666666666667
"2001","Potentilla alba",0.125,14.71,330.875
"2002","Potentilla anglica",0.233333333333333,25.79,241.51
"2003","Potentilla anserina",0.131666666666667,23.2870596888889,231.1225
"2004","Potentilla argentea",0.252,16.7,262
"2005","Potentilla aurea",0.075,18.90420168,250.7
"2006","Potentilla brauniana",0.035,NA,NA
"2007","Potentilla caulescens",0.14,NA,NA
"2008","Potentilla cinerea",0.085,13.24,366.08
"2009","Potentilla clusiana",0.075,NA,NA
"2010","Potentilla crantzii",0.1225,15.3233833725,318
"2011","Potentilla erecta",0.166666666666667,25.9178309975,310.98
"2012","Potentilla fruticosa",0.75,16.594516595,NA
"2013","Potentilla heptaphylla",0.1,15.87,375.25
"2014","Potentilla inclinata",0.25,NA,NA
"2015","Potentilla intermedia",0.3325,19.75,290.615
"2016","Potentilla leucopolitana",0.2,NA,NA
"2017","Potentilla micrantha",0.075,NA,NA
"2018","Potentilla norvegica",0.33,25.135,250.115
"2019","Potentilla palustris",0.35,18.9966666666667,263.54
"2020","Potentilla recta",0.4,17.315,303.986666666667
"2021","Potentilla reptans",0.358333333333333,25.5124740966667,241.4825
"2022","Potentilla rhenana",0.2,NA,NA
"2023","Potentilla rupestris",0.39,20.55,305.215
"2024","Potentilla silesiaca",0.2,NA,NA
"2025","Potentilla sterilis",0.075,24.6,250
"2026","Potentilla supina",0.25,NA,NA
"2027","Potentilla tabernaemontani",0.0916666666666667,12.636,317
"2028","Potentilla thuringiaca",0.2,NA,NA
"2029","Potentilla thyrsiflora",0.2,NA,NA
"2030","Prenanthes purpurea",0.875,65.86,124.26
"2031","Primula auricula",0.125,32.25,77.45
"2032","Primula clusiana",0.04,NA,NA
"2033","Primula elatior",0.11,32.2350873,139.415
"2034","Primula farinosa",0.15,23.31111111,174.21
"2035","Primula minima",0.025,NA,NA
"2036","Primula scotica",0.055,NA,NA
"2037","Primula veris",0.133333333333333,18.6666666666667,214.666666666667
"2038","Primula vulgaris",0.115,28.6,154
"2039","Pritzelago alpina",0.025,NA,NA
"2040","Prunella grandiflora",0.1325,20.16,179.07
"2041","Prunella laciniata",0.123333333333333,NA,NA
"2042","Prunella vulgaris",0.123333333333333,31.092,162.8
"2043","Prunus armeniaca",3.5,NA,NA
"2044","Prunus avium",12.24,13.45,NA
"2045","Prunus cerasifera",5,NA,NA
"2046","Prunus cerasus",5.5,21.99114428,322.225
"2047","Prunus domestica",3.16666666666667,NA,NA
"2048","Prunus fruticosa",1.15,NA,NA
"2049","Prunus laurocerasus",4,6.925,267.5
"2050","Prunus mahaleb",5,16.848,289.378
"2051","Prunus padus",8,21.418205128,334.9675
"2052","Prunus persica",8,NA,NA
"2053","Prunus serotina",20.625,18.8175,304.73
"2054","Prunus spinosa",1.952,14.0468002325,313.5
"2055","Prunus virginiana",10,NA,NA
"2056","Pseudofumaria lutea",0.183333333333333,23.5,170
"2057","Pseudorchis albida",0.135,21.77,128.96
"2058","Pseudotsuga menziesii",65,7.16615124,NA
"2059","Pteridium aquilinum",0.975,18.446,298
"2060","Puccinellia maritima",0.2,16.555,195.325
"2061","Pulicaria dysenterica",0.45,30.55,142.5
"2062","Pulicaria vulgaris",0.385,28.84487971,142.71
"2063","Pulmonaria angustifolia",0.175,NA,NA
"2064","Pulmonaria collina",0.14,NA,NA
"2065","Pulmonaria longifolia",0.25,NA,NA
"2066","Pulmonaria mollis",0.25,NA,NA
"2067","Pulmonaria montana",0.215,NA,NA
"2068","Pulmonaria officinalis",0.15,29.175,118.97
"2069","Pulsatilla alpina",0.25,NA,NA
"2070","Pulsatilla patens",0.225,NA,NA
"2071","Pulsatilla pratensis",0.175,9.03,330.02
"2072","Pulsatilla vernalis",0.06,10.03,258.81
"2073","Pulsatilla vulgaris",0.15,10.25,235.8625
"2074","Pyrola chlorantha",0.065,NA,NA
"2075","Pyrola media",0.138333333333333,20.49180328,NA
"2076","Pyrola minor",0.08,21.9067181,278.8875
"2077","Pyrola rotundifolia",0.13,17.94829939,245.05
"2078","Pyrus communis",20,7.407407407,NA
"2079","Pyrus cordata",3.25,NA,NA
"2080","Pyrus pyraster",20,11.23595506,NA
"2081","Quercus cerris",35,9.9,306
"2082","Quercus palustris",25,NA,NA
"2083","Quercus petraea",36.1444444444444,12.576,281.25
"2084","Quercus pubescens",11.5,10.3912320092,456.543333333333
"2085","Quercus robur",40,15.3419139475,280
"2086","Quercus rubra",25,13.8899105,285
"2087","Radiola linoides",0.03875,32.285,228.705
"2088","Ranunculus aconitifolius",0.2,36.185,106.665
"2089","Ranunculus acris",0.2575,23.2655130253846,193.132857142857
"2090","Ranunculus alpestris",0.065,NA,NA
"2091","Ranunculus aquatilis",0.02,30.6245754216667,119.008
"2092","Ranunculus arvensis",0.308333333333333,27.4,139
"2093","Ranunculus auricomus",0.175,31.9333333333333,152.5
"2094","Ranunculus bulbosus",0.175,18.1795918371429,188.333333333333
"2095","Ranunculus carinthiacus",0.075,NA,NA
"2096","Ranunculus ficaria",0.116666666666667,31.7875,117.5
"2097","Ranunculus flammula",0.215,17.1772866816667,173.163333333333
"2098","Ranunculus fluitans",0.02,21.67,94.85
"2099","Ranunculus glacialis",0.07,13.77670028,NA
"2100","Ranunculus hederaceus",0.205,32.6,116
"2101","Ranunculus hybridus",0.075,NA,NA
"2102","Ranunculus illyricus",0.375,NA,NA
"2103","Ranunculus lanuginosus",0.425,NA,155.22
"2104","Ranunculus lingua",0.8175,13.86,195.66
"2105","Ranunculus montanus",0.125,NA,NA
"2106","Ranunculus muricatus",0.2,NA,NA
"2107","Ranunculus ololeucos",0.02,NA,NA
"2108","Ranunculus omiophyllus",0.1,NA,NA
"2109","Ranunculus ophioglossifolius",0.175,NA,NA
"2110","Ranunculus parviflorus",0.175,NA,NA
"2111","Ranunculus peltatus s. baudotii",0.02,39.1566666666667,103.085
"2112","Ranunculus platanifolius",0.575,20.565,151.51
"2113","Ranunculus repens",0.241666666666667,26.0836996513333,177.814
"2114","Ranunculus reptans",0.116666666666667,14.54,212.3
"2115","Ranunculus sardous",0.166666666666667,34.36,126.11
"2116","Ranunculus sceleratus",0.258333333333333,34.4133333333333,122.91
"2117","Ranunculus serpens s. nemorosus",0.375,NA,NA
"2118","Ranunculus tripartitus",0.02,NA,NA
"2119","Raphanus raphanistrum",0.32,25.6333333333333,120
"2120","Raphanus sativus",0.52,20.28,117.51
"2121","Rapistrum perenne",0.5625,NA,NA
"2122","Rapistrum rugosum",0.5125,23,177
"2123","Reseda alba",0.45,23.24,127.215
"2124","Reseda lutea",0.366666666666667,17.9333333333333,155.333333333333
"2125","Reseda luteola",0.6925,19.76,166.3575
"2126","Reseda odorata",0.15,NA,NA
"2127","Reseda phyteuma",0.162,16.1,NA
"2128","Reynoutria japonica",1.33333333333333,18.92,262
"2129","Reynoutria sachalinensis",3,NA,162
"2130","Rhamnus catharticus",4.16666666666667,16.706,236
"2131","Rhamnus pumilus",0.125,NA,NA
"2132","Rhamnus saxatilis",0.6,13.5,NA
"2133","Rheum rhabarbarum",1.4,NA,NA
"2134","Rhinanthus alectorolophus",0.45,21.03,NA
"2135","Rhinanthus alpinus",0.275,NA,NA
"2136","Rhinanthus angustifolius",0.333333333333333,20.645,NA
"2137","Rhinanthus glacialis",0.35,NA,NA
"2138","Rhinanthus minor",0.383333333333333,19.81336993,178.666666666667
"2139","Rhodiola rosea",0.2,23.978237305,102.95
"2140","Rhododendron ferrugineum",0.9,NA,NA
"2141","Rhododendron hirsutum",0.6,NA,NA
"2142","Rhododendron ponticum",2.5,6.91666666666667,287.5
"2143","Rhodothamnus chamaecistus",0.275,NA,NA
"2144","Rhus typhina",4.5,NA,NA
"2145","Rhynchospora alba",0.25,16.98,333.39
"2146","Rhynchospora fusca",0.2,12.93,306.635
"2147","Ribes alpinum",1.38333333333333,16.386507935,NA
"2148","Ribes aureum",2,NA,NA
"2149","Ribes nigrum",1.21666666666667,20.0359649125,256
"2150","Ribes petraeum",1.5,NA,NA
"2151","Ribes rubrum",1.3,28.2362040125,264.225
"2152","Ribes sanguineum",1.625,15,NA
"2153","Ribes spicatum",1.25,34.14114649,NA
"2154","Ribes uva-crispa",0.733333333333333,22.2315845744444,229.42
"2155","Robinia pseudacacia",21.25,17.9,248
"2156","Rorippa amphibia",0.625,30.16038619,110
"2157","Rorippa austriaca",0.775,NA,NA
"2158","Rorippa islandica",0.15,25.6,NA
"2159","Rorippa palustris",0.27375,40.5342857142857,110.518571428571
"2160","Rorippa pyrenaica",0.2,NA,NA
"2161","Rorippa sylvestris",0.283333333333333,34.9366666666667,106.5
"2162","Rosa agrestis",1.33333333333333,10.322,376.105
"2163","Rosa arvensis",1,21.975,259.333333333333
