OBJECTID,Name,Category,Status1990,Status2015,MapDate,Comments,Example,Image_type,Image_date,CattleShed,Ncells_Grassl450m,MeanGrasslCov,Ncells_FireFreq,MeanFireFreq,Lon,Lat,Ncells_BA90,BA_proportion_1990,Ncells_BA2000,BA_proportion_2000,Ncells_BA2015,BA_proportion_2015,Shape_Length,Shape_Area
1253,n/a,MTF,100,0,1985,clearly abandoned,0,bing,2016/2017,0,248,0.710483881,267,0.65917603,65.1361084,53.57966614,249,0,249,0.068862115,249,0.027273539,0.307496008,0.006816159
1254,n/a,MTF,100,10,1985,almost fully abandoned,1,bing,2016/2017,0,245,0.433324259,266,0.045112782,65.09059906,53.33611298,248,0.002401434,248,0.007060932,248,0,0.306297297,0.006777547
1255,n/a,MTF,100,0,1985,clearly abandoned,0,google,2016/2017,0,247,0.050382363,267,0.453183521,65.29608154,53.52285004,245,0,245,0.155210885,245,0.052879819,0.307214697,0.006807101
1256,n/a,MTF,100,40,1985,partly in use,1,bing,2016/2017,0,246,0.120704606,264,0.371212121,65.21953583,53.64598846,250,0,250,0.213831112,250,0.024302222,0.307825694,0.006826772
1257,n/a,MTF,100,0,1985,clearly abandoned,0,google,2016/2017,0,246,0.076133683,267,0.36329588,65.28150177,53.69894409,248,0,248,0.242706094,248,0.03483871,0.308089949,0.006835277
1258,n/a,Letovka,100,0,1985,no remnants,0,bing,2016/2017,0,248,0.06087813,268,0.5,65.35694122,53.77975082,249,0,249,0.305452922,249,0.024756805,0.308494933,0.006848308
1259,n/a,MTF,100,0,1985,clearly abandoned,0,google,2016/2017,0,246,0.118229447,268,0.291044776,65.33444977,53.79981232,249,0,249,0.206782686,249,0.017224453,0.308595797,0.006851553
1260,n/a,MTF,100,10,1985,almost fully abandoned (hurdling),0,bing,2016/2017,0,253,0.139552049,270,0.092592593,65.35414124,53.90176392,249,0,249,0.041463633,249,0.011869701,0.309110433,0.006868104
1261,n/a,MTF,100,0,1985,clearly abandoned,0,google,2016/2017,0,248,0.19724016,268,0.123134328,65.32432556,53.94591522,250,0,250,0.071466667,250,0.012284444,0.309334378,0.006875305
1262,n/a,MTF,100,0,1985,no remnants (bad quality),0,google,2016/2017,0,246,0.065618799,268,0.664179104,65.64620209,53.59233856,249,0,249,0.638643464,249,0.022936189,0.307558866,0.006818183
1263,n/a,MTF,100,0,1985,clearly abandoned,1,bing,2016/2017,0,245,0.060045348,270,0.114814815,65.51976776,53.53696823,247,0,247,0.143805668,247,0.015762483,0.307284484,0.006809348
1264,n/a,MTF,100,0,1985,clearly abandoned,0,bing,2016/2017,0,247,0.072622576,267,0.194756554,65.49223328,53.50321579,248,0,248,0.042132617,248,0.016487455,0.307117711,0.006803977
1265,n/a,MTF,100,0,1985,clearly abandoned,0,bing,2016/2017,0,248,0.063046593,262,0.354961832,65.5426712,53.49649811,251,0,251,0.134448871,251,0.001699867,0.307084554,0.00680291
1266,n/a,MTF,100,0,1985,clearly abandoned,0,bing,2016/2017,0,253,0.077733861,266,0.390977444,65.4664917,53.48366165,248,0,248,0.097580646,248,0.03281362,0.307021244,0.00680087
1267,n/a,MTF,100,0,1985,clearly abandoned,0,bing,2016/2017,0,251,0.069234185,267,0.505617978,65.45589447,53.43478775,250,0,250,0.125084445,250,0.025226667,0.306780682,0.006793122
1268,n/a,MTF,100,0,1985,clearly abandoned,0,bing,2016/2017,0,245,0.1467211,269,0.111524164,65.59155273,53.36889648,246,0,246,0.21226739,246,0.056766035,0.306457546,0.006782711
1269,n/a,MTF,100,0,1985,clearly abandoned,0,bing,2016/2017,0,246,0.245492316,266,0.105263158,65.72516632,53.4210701,247,0,247,0.279298246,247,0.01254161,0.306713291,0.006790951
1270,n/a,MTF,100,0,1985,clearly abandoned,0,bing,2016/2017,0,246,0.256242083,264,0.087121212,65.74449158,53.42833328,247,0,247,0.289032839,247,0.008924876,0.306748962,0.0067921
1271,n/a,MTF,100,10,1985,"almost fully abandoned (hay storage, farmstead)",1,bing,2016/2017,0,247,0.260908667,267,0.08988764,65.71131134,53.44622803,248,0,248,0.304157707,248,0.000394265,0.306836917,0.006794933
1272,n/a,MTF,100,0,1985,clearly abandoned,0,bing,2016/2017,0,248,0.179910402,264,0.159090909,65.7904892,53.44500351,245,0,245,0.384526078,245,0.006113379,0.306830882,0.006794739
1273,n/a,CTF,100,0,1985,clearly abandoned,0,google,2016/2017,0,248,0.064820781,268,0.682835821,65.68152618,53.52504349,248,0,248,0.443745521,248,0.020071685,0.307225517,0.006807449
1274,n/a,MTF,100,0,1985,clearly abandoned,0,bing,2016/2017,0,247,0.067836254,267,0.940074906,65.70846558,53.82506561,249,0,249,0.308041054,249,0.049370817,0.308722937,0.006855642
1275,n/a,MTF,100,0,1985,clearly abandoned,1,bing,2016/2017,0,249,0.157233375,269,1.029739777,65.89524078,53.92578506,250,0,250,0.284426667,250,0.057226667,0.309232173,0.006872019
1276,n/a,MTF,100,0,1985,clearly abandoned,1,bing,2016/2017,0,249,0.214672015,266,0.533834586,65.99163818,53.83435822,248,0,248,0.233637993,248,0.066648745,0.308769771,0.006857149
1277,n/a,MTF,100,50,1985,partly in use,0,bing,2016/2017,0,247,0.154331984,268,1.01119403,65.931427,53.78982162,249,0,249,0.424828204,249,0.076233824,0.308545515,0.006849935
1278,n/a,MTF,100,0,1985,clearly abandoned,0,bing,2016/2017,0,249,0.047336014,269,0.539033457,65.96630859,53.45268631,247,0,247,0.300548809,247,0.010148448,0.306868662,0.006795956
1279,n/a,Letovka,100,0,1987,no remnants (bad quality),0,google,2016/2017,0,251,0.026418769,238,0.731092437,60.884655,52.75856781,249,0.011048639,249,0.024988844,249,0.046514949,0.303528405,0.006688213
1280,n/a,Dom,100,50,1985,partly in use (hut west),0,bing,2016/2017,0,245,0.348825417,262,0.450381679,61.0906105,52.68589783,247,0.002195232,247,0.086621683,247,0.030121458,0.303187112,0.006677188
1281,n/a,MTF,100,0,1985,clearly abandoned,1,bing,2016/2017,0,247,0.303553766,263,0.676806084,61.07611084,52.68633652,250,0.002168889,250,0.111555556,250,0.027502222,0.303189165,0.006677254
1282,n/a,Letovka,100,80,1985,clearly in use,1,bing,2016/2017,0,246,0.536802152,264,0.253787879,61.17362213,52.68391037,250,0,250,0.049955555,250,0.022968889,0.303177796,0.006676887
1283,n/a,Letovka,100,0,1983,"unsure, barrack north?",0,bing,2016/2017,0,247,0.058623476,265,0.762264151,61.03525925,52.74763107,247,0.016104363,247,0.097723796,247,0.058695457,0.303476939,0.006686551
1284,Arshaly,Settlement,100,80,1983,abandoned/active livestock stations,0,bing,2016/2017,1,250,0.430915553,263,0.034220532,61.14372253,52.72282791,247,0,247,0.02862798,247,0.10254611,0.303360358,0.006682785
1285,Georgiyevka,Settlement,100,60,1985,abandoned livestock stations,0,bing,2016/2017,1,249,0.340062487,263,0.429657795,61.08250046,52.69265747,250,0.002168889,250,0.07696,250,0.043537778,0.303218787,0.006678211
1286,Naberezhnoye,Settlement,100,60,1983,abandoned/active livestock stations,0,bing,2016/2017,1,248,0.292473115,260,0.276923077,61.19434738,52.7540741,252,0.012522046,252,0.055520282,252,0.062010582,0.303507246,0.00668753
1287,n/a,Letovka,100,0,1983,clearly abandoned,1,bing,2016/2017,0,246,0.078735317,263,0.311787072,61.22259903,52.82961655,249,0.001892013,249,0.03805444,249,0.053958054,0.303863582,0.006699038
1288,Alakol,Settlement,100,40,1983,abandoned/active livestock stations,0,bing,2016/2017,1,246,0.177380277,261,0.429118774,61.03760529,52.8170433,247,0,247,0.202357176,247,0.017471885,0.303804167,0.006697119
1289,Aksu,Settlement,100,70,1983,abandoned livestock stations,0,bing,2016/2017,1,250,0.212568891,260,0.176923077,61.19875717,52.92902374,250,0,250,0.012604444,250,0.088764445,0.304335109,0.006714261
1290,n/a,Letovka,100,0,1983,no remnants,0,bing,2016/2017,0,252,0.063509704,195,0.702564103,61.42196274,52.99291229,248,0,248,0.148458782,248,0,0.304639709,0.006724092
1291,Karaoba,Settlement,100,60,1983,active livestock stations,0,bing,2016/2017,1,246,0.08735322,264,0.25,61.37449646,52.93994141,247,0,247,0.046441746,247,0.072550607,0.304387073,0.006715938
1292,n/a,Letovka,100,0,1983,no remnants,0,bing,2016/2017,0,249,0.09556448,263,0.33460076,61.38808823,52.89176941,250,0,250,0.130666667,250,0.039768889,0.304158038,0.006708545
1293,n/a,Letovka,100,20,1983,mostly abandoned (hurdling/hut),0,bing,2016/2017,1,248,0.097813607,262,0.217557252,61.23151398,52.88736725,242,0,242,0.030817264,242,0.074912764,0.304137149,0.006707871
1294,n/a,Letovka,100,50,1983,partly in use (hurdling/hut),0,bing,2016/2017,0,250,0.086968881,264,0.325757576,61.25379944,52.84152603,251,0,251,0.044409031,251,0.079734396,0.303919911,0.006700857
1295,Tastykol,Settlement,100,40,1983,abandoned/active livestock stations,0,bing,2016/2017,1,248,0.179677428,263,0.47148289,61.3847847,52.8670578,252,0,252,0.168641976,252,0.032328043,0.304040814,0.00670476
1296,Sinegorsk,Settlement,100,50,1983,abandoned/active livestock stations,0,bing,2016/2017,1,247,0.241043632,261,0.61302682,61.40543365,52.79764938,250,0,250,0.150257777,250,0.068106667,0.303712579,0.006694162
1297,n/a,Letovka,100,0,1985,clearly abandoned (south),0,bing,2016/2017,0,245,0.362376416,262,0.217557252,61.34345627,52.67021179,250,0,250,0.303537778,250,0.006417778,0.303113647,0.006674814
1298,n/a,Letovka,100,0,1983,clearly abandoned,1,bing,2016/2017,0,243,0.203932324,259,0.397683398,61.536026,52.71328354,247,0,247,0.047179487,247,0.075807467,0.30331552,0.006681336
1299,n/a,Letovka,100,60,1983,clearly in use,0,bing,2016/2017,0,245,0.423238088,262,0.122137405,61.5544548,52.76516724,247,0,247,0.017237967,247,0.11654521,0.303559443,0.006689216
1300,n/a,MTF,100,90,1983,clearly in use,1,bing,2016/2017,0,250,0.402702205,265,0.090566038,61.58452988,52.79704285,252,0,252,0.022469136,252,0.049929453,0.303709709,0.006694069
1301,n/a,MTF,100,100,1983,clearly in use,1,bing,2016/2017,0,250,0.460764437,263,0.030418251,61.53629303,52.84531784,244,0,244,0.006065574,244,0.039435337,0.303937841,0.006701436
1302,n/a,PTF,100,40,1983,partly in use (big station),1,bing,2016/2017,0,245,0.313451244,266,0.259398496,61.49929047,52.83818817,250,0,250,0.044373333,250,0.053386667,0.303904119,0.006700347
1303,Krasnoarmeyskiy,Settlement,100,60,1983,active livestock stations,0,bing,2016/2017,1,252,0.444074051,262,0.095419847,61.56867981,52.80052567,249,0,249,0.017367247,249,0.090977242,0.303726135,0.006694599
1304,Frunzenskoye,Settlement,100,90,1983,active livestock stations,0,bing,2016/2017,1,250,0.437297771,263,0.064638783,61.52017593,52.84840393,248,0,248,0.035842294,248,0.042956989,0.303952461,0.006701908
1305,Ayatskiy,Settlement,100,80,1983,abandoned/active livestock stations,0,bing,2016/2017,1,250,0.416640004,260,0.084615385,61.52613449,52.86465836,249,0,249,0.050513164,249,0.02270415,0.304029439,0.006704393
1306,n/a,Dom,100,0,1983,clearly abandoned,0,bing,2016/2017,0,250,0.399822239,260,0.1,61.55186844,52.89836502,243,0,243,0.019917696,243,0.011303155,0.30418935,0.006709556
1307,Za'ayatskiy,Settlement,100,60,1983,abandoned/active livestock stations,0,bing,2016/2017,1,247,0.275807476,264,0.102272727,61.57695007,52.88924408,253,0,253,0.028581467,253,0.014580589,0.30414605,0.006708158
1308,Sverdlovka,Settlement,100,90,1983,abandoned/active livestock stations,0,bing,2016/2017,1,248,0.375215052,261,0.030651341,61.54593658,52.9240036,250,0,250,0.085937777,250,0.002364444,0.304311214,0.00671349
1309,n/a,MTF,100,0,1983,clearly abandoned (new stations south),0,bing,2016/2017,0,249,0.384328439,264,0.022727273,61.54621887,52.93484879,246,0,246,0.087190605,246,0,0.304362808,0.006715155
1310,n/a,Letovka,100,0,1983,clearly abandoned,0,bing,2016/2017,0,249,0.196805003,232,0.038793103,61.56947708,52.97340393,250,0,250,0.065937778,250,0.018382222,0.304546554,0.006721085
1311,Podgornyj,Settlement,100,60,1983,abandoned/active livestock stations,0,bing,2016/2017,1,250,0.322613347,264,0.018939394,61.56627274,52.94990921,247,0,247,0.100530814,247,0,0.304434536,0.00671747
1312,Aksai,Settlement,100,0,1983,"fully abandoned, abandoned livestock stations",0,google,2016/2017,1,244,0.108306017,154,0.266233766,61.72819138,52.98577118,250,0,250,0.173457779,250,0.008266667,0.304605593,0.006722991
1313,n/a,Letovka,100,100,1983,clearly in use,0,bing,2016/2017,0,247,0.190607292,264,0.386363636,61.73651886,52.8732872,247,0,247,0.162267207,247,0.01137202,0.304070329,0.006705713
1314,Kocherzhynovka,Settlement,100,50,1983,active livestock stations,0,bing,2016/2017,1,248,0.19478495,266,0.12406015,61.66102219,52.86881256,248,0,248,0.095913979,248,0.051290323,0.30404912,0.006705029
1315,n/a,Letovka,100,0,1983,clearly abandoned,1,bing,2016/2017,0,250,0.213813334,263,0.570342205,61.79119873,52.77796173,247,0,247,0.044876294,247,0.025838957,0.303619706,0.006691162
1316,Zhaltyrkol,Settlement,100,90,1983,abandoned/active livestock stations,0,bing,2016/2017,1,246,0.410858152,263,0.292775665,61.81848145,52.83142471,246,0,246,0.099241193,246,0.015862692,0.303872099,0.006699313
1317,Archangelskoye,Settlement,100,60,1983,abandoned/active livestock stations,0,bing,2016/2017,1,245,0.333677998,263,0.243346008,61.85947418,52.86238861,251,0,251,0.093297919,251,0.010925188,0.304018678,0.006704046
1318,Ornek,Settlement,100,50,1983,abandoned livestock stations,0,bing,2016/2017,1,248,0.119534047,267,0.243445693,61.52429962,53.3273201,246,0,246,0.03432701,246,0.007353207,0.306254551,0.006776169
1319,n/a,Letovka,100,100,1983,clearly in use,1,google,2016/2017,0,250,0.170062227,179,0.497206704,61.73217392,53.23086548,249,0,249,0.083766176,249,0.021865239,0.305785216,0.00676104
1320,Schingip',Settlement,100,10,1983,comparison google/bing - slowly abandoned,1,bing,2016/2017,0,247,0.137561844,265,0.320754717,61.77326965,53.25585938,254,0,254,0.080332459,254,0.004426947,0.305906557,0.006764952
1321,Oktyarbskoe,Settlement,100,80,1983,abandoned livestock stations,0,bing,2016/2017,1,248,0.120286757,264,0.079545455,61.84465408,53.30775833,249,0,249,0.221365463,249,0.03546631,0.30615912,0.006773093
1322,Leninskij,Settlement,100,0,1983,"fully abanedoned, abandoned livestock stations",1,bing,2016/2017,1,245,0.139718819,261,0.877394636,61.8912735,53.18161011,248,0,248,0.034086022,248,0.428727598,0.305546662,0.006753348
1323,n/a,Letovka,100,0,1983,no remnants,0,bing,2016/2017,0,248,0.300304665,215,1.753488372,61.97058105,53.15049744,246,0,246,0.002818428,246,0.628039749,0.305396364,0.006748502
1324,n/a,MTF,100,0,1983,clearly abandoned,0,bing,2016/2017,0,251,0.122602944,265,0.030188679,62.00428391,53.3064003,249,0,249,0.004694333,249,0.047371709,0.306152487,0.006772879
1325,Kosoba,Settlement,100,70,1985,abandoned/active livestock stations,0,bing,2016/2017,1,250,0.389404441,263,0.330798479,62.22006226,53.31291199,250,0,250,0.035786667,250,0.033173333,0.306184227,0.006773902
1326,n/a,Letovka,100,0,1985,no remnants,0,bing,2016/2017,0,249,0.156858544,267,0.4082397,62.14097977,53.22523499,249,0,249,0.070789826,249,0.003873271,0.305757898,0.00676016
1327,Esenkol,Settlement,100,10,1985,abandoned livestock stations,0,bing,2016/2017,1,248,0.273118277,265,0.264150943,62.20028305,53.17933273,248,0,248,0.10297491,248,0.007311828,0.305535637,0.006752993
1328,n/a,PTF,100,0,1985,clearly abandoned,0,bing,2016/2017,0,249,0.144435532,266,0.496240602,62.22105408,53.06634521,249,0,249,0.352860331,249,0.136724676,0.304991338,0.006735437
1329,n/a,MTF,100,0,1985,clearly abandoned,0,bing,2016/2017,0,247,0.200881676,263,0.410646388,62.19770432,52.98150635,250,0,250,0.143342223,250,0.099466666,0.304585204,0.006722333
1330,n/a,MTF,100,0,1985,clearly abandoned,0,bing,2016/2017,0,250,0.342951113,261,0.360153257,62.18702698,52.6924057,250,0,250,0.09792,250,0.040391111,0.303217561,0.006678172
1331,n/a,MTF,100,0,1985,clearly abandoned,0,bing,2016/2017,0,248,0.359211489,260,0.519230769,62.22984695,52.70131302,247,0,247,0.065964912,247,0.008007197,0.303259324,0.006679521
1332,Krymskoye,Settlement,100,90,1985,abandoned/active livestock stations,0,bing,2016/2017,1,245,0.522321988,263,0.041825095,62.04204559,52.69044495,249,0,249,0.028273092,249,0.003908969,0.30320837,0.006677875
1333,n/a,MTF,100,0,1985,clearly abandoned,0,bing,2016/2017,0,247,0.252703551,260,0.603846154,62.41529083,52.81960678,247,0,247,0.299865048,247,0.037786775,0.303816214,0.006697508
1334,n/a,MTF,100,0,1985,clearly abandoned,0,bing,2016/2017,0,247,0.336338294,262,0.366412214,62.38956451,52.85439682,246,0,246,0.267949412,246,0.042926829,0.303980779,0.006702822
1335,n/a,MTF,100,0,1985,clearly abandoned,0,bing,2016/2017,0,246,0.391851827,263,0.163498099,62.3158989,52.90972519,245,0,245,0.131646259,245,0.061351474,0.304243284,0.006711297
1336,n/a,Letovka,100,100,1985,trailer/hut south,0,bing,2016/2017,0,246,0.156368573,264,0.522727273,62.40632629,52.96775055,248,0,248,0.116523297,248,0.130179212,0.30451954,0.006720214
1337,n/a,Letovka,100,100,1985,hut south,0,bing,2016/2017,0,248,0.141487447,263,0.285171103,62.34043884,52.96350861,249,0,249,0.284355198,249,0.099705489,0.304499318,0.006719561
1338,n/a,Letovka,100,0,1985,no remnants,0,bing,2016/2017,0,246,0.153495934,264,0.537878788,62.39319992,52.96521378,250,0,250,0.153404444,250,0.067573333,0.304507442,0.006719823
1339,n/a,MTF,100,0,1985,clearly abandoned,0,bing,2016/2017,0,250,0.178986662,264,0.772727273,62.41963959,53.03865051,248,0,248,0.161541219,248,0.10577061,0.304858506,0.006731152
1340,Dubrovka,Settlement,100,60,1985,abandoned/active livestock stations,0,bing,2016/2017,1,247,0.16942868,265,0.169811321,62.28294754,53.02225113,248,0,248,0.223817205,248,0.076415771,0.304779971,0.006728618
1341,Dombarka,Settlement,100,60,1985,-/-,0,bing,2016/2017,0,248,0.167455174,264,0.151515152,62.29195786,53.03076935,246,0,246,0.183721771,246,0.053568202,0.304820756,0.006729934
1342,Dmitriyevka,Settlement,100,10,1985,"mostly abandoned, abandoned livestock stations",0,bing,2016/2017,1,249,0.181811684,261,0.850574713,62.4216156,53.04468155,248,0,248,0.172724015,248,0.099175628,0.304887403,0.006732084
1343,Slavyanka,Settlement,100,40,1985,abandoned livestock stations,0,bing,2016/2017,1,247,0.150427364,261,0.517241379,62.23006058,53.0704155,250,0,250,0.329973334,250,0.095111111,0.305010882,0.006736068
1344,Lesnoye,Settlement,100,100,1985,active livestock stations,0,bing,2016/2017,1,244,0.2035519,265,0.249056604,62.27482224,53.16029358,248,0,248,0.115179211,248,0.004265233,0.305443648,0.006750027
1345,n/a,Letovka,100,0,1985,no remnants,0,bing,2016/2017,0,245,0.167002273,261,0.681992337,62.42149734,53.26729584,250,0,250,0.099413333,250,0.012071111,0.305962101,0.006766743
1346,Sarzhau,Settlement,100,10,1985,"mostly abandoned, abandoned/active livestock stations",1,bing,2016/2017,1,245,0.209287985,267,0.310861423,62.55647278,53.31605911,248,0,248,0.176594982,248,0.030089606,0.306199553,0.006774396
1347,n/a,MTF,100,0,1985,clearly abandoned,1,bing,2016/2017,0,250,0.262631102,266,0.142857143,62.68688583,53.22122574,248,0,248,0.185053763,248,0.053727599,0.305738424,0.006759532
1348,Lesnoy,Settlement,100,100,1985,new lifestock stations on google visible (compare bing/google),1,google,2016/2017,0,249,0.29008478,263,0.247148289,62.69925308,53.24921036,250,0,250,0.104906667,250,0.041742223,0.305874212,0.006763909
1349,n/a,MTF,100,30,1985,partly in use,0,bing,2016/2017,0,246,0.34780489,265,0.347169811,62.46019363,53.18615723,253,0,253,0.094194116,253,0.124813351,0.305568636,0.006754057
1350,Malorossiyka,Settlement,100,70,1985,abandoned/active livestock stations,0,bing,2016/2017,1,243,0.37013261,270,0.340740741,62.44982147,53.1823082,246,0,246,0.105311654,246,0.090370371,0.305550008,0.006753456
1351,n/a,Letovka,100,0,1985,clearly abandoned,0,google,2016/2017,0,248,0.274749106,269,0.237918216,62.64173889,53.08623886,252,0,252,0.114638449,252,0.019506173,0.305086858,0.006738519
1352,n/a,Letovka,100,0,1985,no remnants,0,bing,2016/2017,0,245,0.13616327,264,0.378787879,62.54392624,53.06136703,248,0,248,0.062992832,248,0.084749104,0.304967423,0.006734666
1353,n/a,MTF,100,0,1985,clearly abandoned,0,bing,2016/2017,0,251,0.287737941,264,0.34469697,62.61078644,53.02357864,250,0,250,0.056533333,250,0.028284444,0.304786307,0.006728822
1354,n/a,Kosh,100,0,1985,clearly abandoned,0,bing,2016/2017,0,250,0.255982237,262,0.213740458,62.53662872,52.98975372,247,0.007287449,247,0.170292398,247,0.071488979,0.304624562,0.006723603
1355,n/a,Zimovka,100,80,1985,clearly in use,0,bing,2016/2017,0,250,0.494115565,262,0.019083969,62.56425858,52.8332634,253,0,253,0.129380764,253,0.026684234,0.303880762,0.006699593
1356,n/a,Dom,100,100,1985,clearly in use,0,bing,2016/2017,0,246,0.005221318,264,0.306818182,62.68894577,52.73971176,249,0,249,0.316680054,249,0.013172691,0.303439611,0.006685345
1357,n/a,MTF,100,0,1985,clearly abandoned,0,bing,2016/2017,0,248,0.400519683,260,0.353846154,62.73012543,52.66832733,247,0,247,0.036707152,247,0.125524067,0.30310475,0.006674527
1358,n/a,Dom,100,100,1985,clearly in use,1,bing,2016/2017,0,247,0.12552405,262,0.339694656,62.82223892,52.70085526,250,0,250,0.215075556,250,0.071875556,0.30325715,0.006679451
1359,n/a,MTF,100,0,1985,clearly abandoned,0,bing,2016/2017,0,250,0.27578665,260,0.265384615,62.85083008,52.77193451,249,0,249,0.138259706,249,0.046497099,0.303591249,0.006690243
1360,El'tay,Settlement,100,10,1985,"almost fully abandoned, abandoned/active livestock stations",0,bing,2016/2017,1,247,0.269743585,263,0.36121673,62.82873154,52.73882675,247,0,247,0.191147099,247,0.083670715,0.303435437,0.00668521
1361,n/a,MTF,100,100,1985,clearly in use (northeast),1,bing,2016/2017,0,252,0.21534391,264,0.121212121,62.89845276,52.78849411,248,0,248,0.184408602,248,0.026505377,0.303669307,0.006692764
1362,n/a,Letovka,100,0,1985,no remnants,0,bing,2016/2017,0,250,0.164391091,265,0.524528302,62.71599197,52.87420654,248,0,248,0.310035842,248,0.232060933,0.304074645,0.006705853
1363,Leninskoje,Settlement,100,20,1985,surface mining still active,1,bing,2016/2017,0,249,0.22452477,263,0.174904943,62.77760696,52.73687744,253,0,253,0.060641194,253,0.078050066,0.30342629,0.006684915
1364,n/a,Letovka,100,0,1985,no remnants,0,bing,2016/2017,0,248,0.21607525,262,0.122137405,62.77300262,52.83340836,251,0,251,0.170606463,251,0.055652944,0.303881443,0.006699615
1365,Naberezhnyj,Settlement,100,70,1985,abandoned/active livestock stations,0,bing,2016/2017,1,248,0.232473109,266,0.086466165,62.84276962,52.88392258,253,0.001809398,253,0.102116821,253,0.030619236,0.304120716,0.00670734
1366,n/a,Letovka,100,0,1985,no remnants,0,bing,2016/2017,0,248,0.081738359,266,0.327067669,62.758461,52.96017838,248,0,248,0.045232975,248,0.027580645,0.304483415,0.006719048
1367,n/a,Letovka,100,0,1985,clearly abandoned,0,google,2016/2017,0,247,0.410346356,264,1.068181818,62.72210693,53.11841202,249,0,249,0.131298528,249,0.008960286,0.305241645,0.006743512
1368,n/a,MTF,100,0,1985,clearly abandoned,0,bing,2016/2017,0,250,0.408586665,265,0.856603774,62.79511642,53.14865112,247,0.010310391,247,0.078596491,247,0.012217724,0.305387416,0.006748213
1369,Ozernoye,Settlement,100,20,1985,"mostly abandoned, abandoned/active livestock stations",0,bing,2016/2017,1,246,0.191219522,264,0.352272727,62.80572128,53.26220703,249,0,249,0.243694779,249,0.036858545,0.305937343,0.006765945
1370,n/a,Letovka,100,0,1985,no remnants,0,bing,2016/2017,0,252,0.284444455,265,1.433962264,62.89709091,53.24121094,247,0.012901484,247,0.258047684,247,0.128133154,0.305835366,0.006762657
1371,n/a,CTF,100,0,1985,clearly abandoned (north),0,bing,2016/2017,0,249,0.399036163,266,0.319548872,62.90883636,53.09552002,253,0,253,0.1295213,253,0.085551164,0.305131475,0.006739958
1372,Lomonosowka,Settlement,100,0,1985,fully abandoned on google (comparison bing/google),1,google,2016/2017,1,250,0.224231115,267,0.43071161,62.93653488,53.06320572,249,0,249,0.196126729,249,0.081035252,0.304976231,0.00673495
1373,n/a,Letovka,100,0,1985,no remnants,0,bing,2016/2017,0,246,0.094706421,260,0.707692308,62.92096329,52.93872452,249,0,249,0.167942882,249,0.022846943,0.304381198,0.006715749
1374,n/a,Letovka,100,100,1985,activity on google image,0,google,2016/2017,0,248,0.095842304,264,0.693181818,62.89725876,52.9395256,248,0,248,0.139462366,248,0.030967742,0.304385017,0.006715872
1375,n/a,Letovka,100,0,1985,clearly abandoned (west),0,bing,2016/2017,0,246,0.138753396,260,0.053846154,62.92209625,52.85331726,247,0,247,0.069131804,247,0.034421952,0.303975646,0.006702656
1376,n/a,Letovka,100,100,1985,activity on google image,0,google,2016/2017,0,249,0.093833109,260,0.546153846,62.99260712,52.74123001,249,0,249,0.538295404,249,0.023221776,0.303446727,0.006685575
1377,n/a,Letovka,100,0,1985,clearly abandoned,0,bing,2016/2017,0,246,0.171635027,260,0.373076923,62.80610275,52.64096832,247,0,247,0.186036888,247,0.142096266,0.3029768,0.006670392
1378,n/a,Letovka,100,0,1985,no remnants,0,bing,2016/2017,0,243,0.226319154,266,0.796992481,63.02912521,53.31689835,248,0.011594982,248,0.346505377,248,0.131182796,0.306203629,0.006774528
1379,n/a,Letovka,100,0,1985,no remnants,0,bing,2016/2017,0,246,0.181644069,266,0.522556391,63.00728226,53.17039108,252,0,252,0.309858907,252,0.011322751,0.30549238,0.006751598
1380,n/a,MTF,100,60,1985,clearly in use (south),1,google,2016/2017,0,248,0.241684569,263,0.053231939,63.0708313,52.88878632,250,0.003057778,250,0.056035555,250,0.025671111,0.304143802,0.006708085
1381,n/a,Letovka,100,0,1985,clearly abandoned,0,bing,2016/2017,0,247,0.521025623,259,0.057915058,63.03343201,52.84954071,248,0.003082437,248,0.035878136,248,0.009139785,0.303957753,0.006702079
1382,Rudny,Settlement,100,110,1985,"growing city, surface mining",1,bing,2016/2017,0,248,0.122526872,265,0.011320755,63.11666107,52.97910309,250,0,250,0.006346667,250,0.000195556,0.304573679,0.006721961
1383,Balykty,Settlement,100,80,1985,abandoned/active livestock stations,0,bing,2016/2017,1,248,0.257956985,261,0.030651341,63.09934998,52.93534851,248,0,248,0.076666667,248,0.086075269,0.304365116,0.006715229
1384,Lugovoye,Settlement,100,10,1985,almost fully abandoned (some activity on google),0,google,2016/2017,1,247,0.263355811,262,0.538167939,63.15954971,52.71034622,246,0,246,0.304498645,246,0.141535683,0.303301659,0.006680889
1385,n/a,Letovka,100,0,1985,clearly abandoned,0,bing,2016/2017,0,249,0.016349853,266,0.541353383,63.40136719,52.90658188,249,0,249,0.484890674,249,0.002498884,0.304228287,0.006710813
1386,n/a,MTF,100,0,1985,clearly abandoned,0,bing,2016/2017,0,252,0.05070548,264,0.753787879,63.38024521,52.94210815,248,0,248,0.45249104,248,0.007419355,0.304397283,0.006716268
1387,n/a,MTF,100,0,1985,clearly abandoned,0,bing,2016/2017,0,250,0.264000009,264,0.068181818,63.31860733,52.98215103,253,0,253,0.190390866,253,0.05410628,0.304588222,0.00672243
